id,type_desc,traveltime,km,ts1,lat1,lon1,ts2,lat2,lon2
212060,BusNo,2:14:43,127.4601394,04-11-18 9:04,13.522721,99.969172,04-11-18 11:19,14.120349,99.139614
212084,BusNo,0:45:00,43.35221361,04-11-18 9:53,14.033645,99.524,04-11-18 10:38,14.114574,99.156082
212871,BusNo,31:40.0,92.96680212,04-11-18 14:25,14.040122,99.516487,04-11-18 15:57,14.039969,99.256852
219099,BusNo,0:26:53,25.03727465,04-11-18 9:20,14.037598,99.485611,04-11-18 9:47,14.08985,99.280183
222189,BusNo,1:22:37,37.05329389,04-11-18 8:46,14.438581,98.851055,04-11-18 10:08,14.229543,99.066661
222687,BusNo,0:21:56,11.00737836,04-11-18 14:36,14.233415,99.022723,04-11-18 14:58,14.232196,99.063001
222687,BusNo,0:49:50,52.14336127,04-11-18 12:39,14.050568,99.438191,04-11-18 13:29,14.235815,99.0216
225639,BusNo,1:10:45,70.76256963,04-11-18 11:56,13.9548,99.609136,04-11-18 13:07,14.32829,99.199933
225788,BusNo,0:30:54,43.65515305,04-11-18 15:39,14.067635,99.409476,04-11-18 16:10,14.230515,99.064256
226093,BusNo,2:18:31,115.1466012,04-11-18 20:09,14.347606,99.871755,04-11-18 22:28,14.210321,99.060313
